sample_index,timestamp_sec,raw,voltage_v
35528,2.2205,-29857,0.0
35529,2.2205625,-29859,0.0
35530,2.220625,-29871,0.0
35531,2.2206875,-29871,0.0
35532,2.22075,-29864,0.0
35533,2.2208125,-29868,0.0
35534,2.220875,-29864,0.0
35535,2.2209375,-29865,0.0
35536,2.221,-29866,0.0
35537,2.2210625,-29864,0.0
35538,2.221125,-29865,0.0
35539,2.2211875,-29865,0.0
35540,2.22125,-29863,0.0
35541,2.2213125,-29867,0.0
35542,2.221375,-29871,0.0
35543,2.2214375,-29870,0.0
35544,2.2215,-29866,0.0
35545,2.2215625,-29867,0.0
35546,2.221625,-29867,0.0
35547,2.2216875,-29867,0.0
35548,2.22175,-29860,0.0
35549,2.2218125,-29869,0.0
35550,2.221875,-29872,0.0
35551,2.2219375,-29868,0.0
35552,2.222,-29869,0.0
35553,2.2220625,-29872,0.0
35554,2.222125,-29871,0.0
35555,2.2221875,-29870,0.0
35556,2.22225,-29867,0.0
35557,2.2223125,-29864,0.0
35558,2.222375,-29862,0.0
35559,2.2224375,-29863,0.0
35560,2.2225,-29867,0.0
35561,2.2225625,-29862,0.0
35562,2.222625,-29859,0.0
35563,2.2226875,-29865,0.0
35564,2.22275,-29868,0.0
35565,2.2228125,-29867,0.0
35566,2.222875,-29868,0.0
35567,2.2229375,-29861,0.0
35568,2.223,-29858,0.0
35569,2.2230625,-29862,0.0
35570,2.223125,-29864,0.0
35571,2.2231875,-29863,0.0
35572,2.22325,-29868,0.0
35573,2.2233125,-29869,0.0
35574,2.223375,-29863,0.0
35575,2.2234375,-29866,0.0
35576,2.2235,-29863,0.0
35577,2.2235625,-29866,0.0
35578,2.223625,-29869,0.0
35579,2.2236875,-29863,0.0
35580,2.22375,-29864,0.0
35581,2.2238125,-29867,0.0
35582,2.223875,-29866,0.0
35583,2.2239375,-29868,0.0
35584,2.224,-29871,0.0
35585,2.2240625,-29868,0.0
35586,2.224125,-29866,0.0
35587,2.2241875,-29863,0.0
35588,2.22425,-29863,0.0
35589,2.2243125,-29861,0.0
35590,2.224375,-29868,0.0
35591,2.2244375,-29863,0.0
35592,2.2245,-29864,0.0
35593,2.2245625,-29865,0.0
35594,2.224625,-29865,0.0
35595,2.2246875,-29868,0.0
35596,2.22475,-29869,0.0
35597,2.2248125,-29859,0.0
35598,2.224875,-29857,0.0
35599,2.2249375,-29867,0.0
35600,2.225,-29873,0.0
35601,2.2250625,-29868,0.0
35602,2.225125,-29868,0.0
35603,2.2251875,-29869,0.0
35604,2.22525,-29866,0.0
35605,2.2253125,-29870,0.0
35606,2.225375,-29871,0.0
35607,2.2254375,-29871,0.0
35608,2.2255,-29870,0.0
35609,2.2255625,-29864,0.0
35610,2.225625,-29855,0.0
35611,2.2256875,-29863,0.0
35612,2.22575,-29860,0.0
35613,2.2258125,-29858,0.0
35614,2.225875,-29859,0.0
35615,2.2259375,-29866,0.0
35616,2.226,-29872,0.0
35617,2.2260625,-29871,0.0
35618,2.226125,-29866,0.0
35619,2.2261875,-29868,0.0
35620,2.22625,-29873,0.0
35621,2.2263125,-29876,0.0
35622,2.226375,-29872,0.0
35623,2.2264375,-29871,0.0
35624,2.2265,-29875,0.0
35625,2.2265625,-29878,0.0
35626,2.226625,-29878,0.0
35627,2.2266875,-29871,0.0
35628,2.22675,-29869,0.0
35629,2.2268125,-29872,0.0
35630,2.226875,-29872,0.0
35631,2.2269375,-29869,0.0
35632,2.227,-29872,0.0
35633,2.2270625,-29867,0.0
35634,2.227125,-29866,0.0
35635,2.2271875,-29861,0.0
35636,2.22725,-29859,0.0
35637,2.2273125,-29865,0.0
35638,2.227375,-29872,0.0
35639,2.2274375,-29863,0.0
35640,2.2275,-29863,0.0
35641,2.2275625,-29867,0.0
35642,2.227625,-29877,0.0
35643,2.2276875,-29875,0.0
35644,2.22775,-29871,0.0
35645,2.2278125,-29868,0.0
35646,2.227875,-29871,0.0
35647,2.2279375,-29870,0.0
35648,2.228,-29870,0.0
35649,2.2280625,-29872,0.0
35650,2.228125,-29872,0.0
35651,2.2281875,-29869,0.0
35652,2.22825,-29866,0.0
35653,2.2283125,-29868,0.0
35654,2.228375,-29874,0.0
35655,2.2284375,-29870,0.0
35656,2.2285,-29870,0.0
35657,2.2285625,-29868,0.0
35658,2.228625,-29867,0.0
35659,2.2286875,-29870,0.0
35660,2.22875,-29863,0.0
35661,2.2288125,-29866,0.0
35662,2.228875,-29866,0.0
35663,2.2289375,-29865,0.0
35664,2.229,-29862,0.0
35665,2.2290625,-29862,0.0
35666,2.229125,-29867,0.0
35667,2.2291875,-29872,0.0
35668,2.22925,-29879,0.0
35669,2.2293125,-29878,0.0
35670,2.229375,-29870,0.0
35671,2.2294375,-29871,0.0
35672,2.2295,-29866,0.0
35673,2.2295625,-29865,0.0
35674,2.229625,-29873,0.0
35675,2.2296875,-29871,0.0
35676,2.22975,-29868,0.0
35677,2.2298125,-29865,0.0
35678,2.229875,-29866,0.0
35679,2.2299375,-29874,0.0
35680,2.23,-29876,0.0
35681,2.2300625,-29871,0.0
35682,2.230125,-29864,0.0
35683,2.2301875,-29867,0.0
35684,2.23025,-29881,0.0
35685,2.2303125,-29876,0.0
35686,2.230375,-29869,0.0
35687,2.2304375,-29871,0.0
35688,2.2305,-29867,0.0
35689,2.2305625,-29867,0.0
35690,2.230625,-29862,0.0
35691,2.2306875,-29856,0.0
35692,2.23075,-29861,0.0
35693,2.2308125,-29863,0.0
35694,2.230875,-29858,0.0
35695,2.2309375,-29857,0.0
35696,2.231,-29861,0.0
35697,2.2310625,-29869,0.0
35698,2.231125,-29868,0.0
35699,2.2311875,-29871,0.0
35700,2.23125,-29862,0.0
35701,2.2313125,-29866,0.0
35702,2.231375,-29864,0.0
35703,2.2314375,-29861,0.0
35704,2.2315,-29861,0.0
35705,2.2315625,-29863,0.0
35706,2.231625,-29867,0.0
35707,2.2316875,-29865,0.0
35708,2.23175,-29864,0.0
35709,2.2318125,-29869,0.0
35710,2.231875,-29871,0.0
35711,2.2319375,-29868,0.0
35712,2.232,-29870,0.0
35713,2.2320625,-29867,0.0
35714,2.232125,-29868,0.0
35715,2.2321875,-29868,0.0
35716,2.23225,-29871,0.0
35717,2.2323125,-29878,0.0
35718,2.232375,-29872,0.0
35719,2.2324375,-29869,0.0
35720,2.2325,-29868,0.0
35721,2.2325625,-29863,0.0
35722,2.232625,-29865,0.0
35723,2.2326875,-29870,0.0
35724,2.23275,-29872,0.0
35725,2.2328125,-29873,0.0
35726,2.232875,-29869,0.0
35727,2.2329375,-29872,0.0
35728,2.233,-29870,0.0
35729,2.2330625,-29870,0.0
35730,2.233125,-29869,0.0
35731,2.2331875,-29869,0.0
35732,2.23325,-29867,0.0
35733,2.2333125,-29870,0.0
35734,2.233375,-29873,0.0
35735,2.2334375,-29868,0.0
35736,2.2335,-29870,0.0
35737,2.2335625,-29878,0.0
35738,2.233625,-29878,0.0
35739,2.2336875,-29875,0.0
35740,2.23375,-29873,0.0
35741,2.2338125,-29874,0.0
35742,2.233875,-29870,0.0
35743,2.2339375,-29874,0.0
35744,2.234,-29870,0.0
35745,2.2340625,-29871,0.0
35746,2.234125,-29876,0.0
35747,2.2341875,-29878,0.0
35748,2.23425,-29879,0.0
35749,2.2343125,-29876,0.0
35750,2.234375,-29873,0.0
35751,2.2344375,-29871,0.0
35752,2.2345,-29874,0.0
35753,2.2345625,-29873,0.0
35754,2.234625,-29871,0.0
35755,2.2346875,-29873,0.0
35756,2.23475,-29868,0.0
35757,2.2348125,-29871,0.0
35758,2.234875,-29867,0.0
35759,2.2349375,-29865,0.0
35760,2.235,-29865,0.0
35761,2.2350625,-29866,0.0
35762,2.235125,-29865,0.0
35763,2.2351875,-29871,0.0
35764,2.23525,-29870,0.0
35765,2.2353125,-29871,0.0
35766,2.235375,-29869,0.0
35767,2.2354375,-29865,0.0
35768,2.2355,-29870,0.0
35769,2.2355625,-29881,0.0
35770,2.235625,-29876,0.0
35771,2.2356875,-29866,0.0
35772,2.23575,-29864,0.0
35773,2.2358125,-29863,0.0
35774,2.235875,-29871,0.0
35775,2.2359375,-29872,0.0
35776,2.236,-29871,0.0
35777,2.2360625,-29880,0.0
35778,2.236125,-29877,0.0
35779,2.2361875,-29873,0.0
35780,2.23625,-29872,0.0
35781,2.2363125,-29870,0.0
35782,2.236375,-29876,0.0
35783,2.2364375,-29873,0.0
35784,2.2365,-29873,0.0
35785,2.2365625,-29874,0.0
35786,2.236625,-29876,0.0
35787,2.2366875,-29874,0.0
35788,2.23675,-29871,0.0
35789,2.2368125,-29869,0.0
35790,2.236875,-29870,0.0
35791,2.2369375,-29868,0.0
35792,2.237,-29865,0.0
35793,2.2370625,-29863,0.0
35794,2.237125,-29871,0.0
35795,2.2371875,-29871,0.0
35796,2.23725,-29867,0.0
35797,2.2373125,-29865,0.0
35798,2.237375,-29862,0.0
35799,2.2374375,-29866,0.0
35800,2.2375,-29874,0.0
35801,2.2375625,-29864,0.0
35802,2.237625,-29867,0.0
35803,2.2376875,-29870,0.0
35804,2.23775,-29869,0.0
35805,2.2378125,-29869,0.0
35806,2.237875,-29875,0.0
35807,2.2379375,-29877,0.0
35808,2.238,-29878,0.0
35809,2.2380625,-29874,0.0
35810,2.238125,-29877,0.0
35811,2.2381875,-29874,0.0
35812,2.23825,-29869,0.0
35813,2.2383125,-29874,0.0
35814,2.238375,-29877,0.0
35815,2.2384375,-29878,0.0
35816,2.2385,-29879,0.0
35817,2.2385625,-29880,0.0
35818,2.238625,-29879,0.0
35819,2.2386875,-29881,0.0
35820,2.23875,-29881,0.0
35821,2.2388125,-29882,0.0
35822,2.238875,-29876,0.0
35823,2.2389375,-29872,0.0
35824,2.239,-29872,0.0
35825,2.2390625,-29880,0.0
35826,2.239125,-29881,0.0
35827,2.2391875,-29872,0.0
35828,2.23925,-29871,0.0
35829,2.2393125,-29873,0.0
35830,2.239375,-29873,0.0
35831,2.2394375,-29871,0.0
35832,2.2395,-29868,0.0
35833,2.2395625,-29871,0.0
35834,2.239625,-29869,0.0
35835,2.2396875,-29868,0.0
35836,2.23975,-29866,0.0
35837,2.2398125,-29860,0.0
35838,2.239875,-29867,0.0
35839,2.2399375,-29868,0.0
35840,2.24,-29859,0.0
35841,2.2400625,-29858,0.0
35842,2.240125,-29860,0.0
35843,2.2401875,-29867,0.0
35844,2.24025,-29868,0.0
35845,2.2403125,-29864,0.0
35846,2.240375,-29864,0.0
35847,2.2404375,-29865,0.0
35848,2.2405,-29866,0.0
35849,2.2405625,-29862,0.0
35850,2.240625,-29860,0.0
35851,2.2406875,-29867,0.0
35852,2.24075,-29871,0.0
35853,2.2408125,-29868,0.0
35854,2.240875,-29868,0.0
35855,2.2409375,-29870,0.0
35856,2.241,-29877,0.0
35857,2.2410625,-29876,0.0
35858,2.241125,-29878,0.0
35859,2.2411875,-29878,0.0
35860,2.24125,-29874,0.0
35861,2.2413125,-29874,0.0
35862,2.241375,-29872,0.0
35863,2.2414375,-29867,0.0
35864,2.2415,-29872,0.0
35865,2.2415625,-29871,0.0
35866,2.241625,-29874,0.0
35867,2.2416875,-29875,0.0
35868,2.24175,-29872,0.0
35869,2.2418125,-29875,0.0
35870,2.241875,-29870,0.0
35871,2.2419375,-29865,0.0
35872,2.242,-29867,0.0
35873,2.2420625,-29869,0.0
35874,2.242125,-29874,0.0
35875,2.2421875,-29872,0.0
35876,2.24225,-29867,0.0
35877,2.2423125,-29868,0.0
35878,2.242375,-29871,0.0
35879,2.2424375,-29869,0.0
35880,2.2425,-29864,0.0
35881,2.2425625,-29864,0.0
35882,2.242625,-29864,0.0
35883,2.2426875,-29863,0.0
35884,2.24275,-29860,0.0
35885,2.2428125,-29865,0.0
35886,2.242875,-29872,0.0
35887,2.2429375,-29868,0.0
35888,2.243,-29862,0.0
35889,2.2430625,-29870,0.0
35890,2.243125,-29869,0.0
35891,2.2431875,-29866,0.0
35892,2.24325,-29861,0.0
35893,2.2433125,-29866,0.0
35894,2.243375,-29866,0.0
35895,2.2434375,-29866,0.0
35896,2.2435,-29869,0.0
35897,2.2435625,-29869,0.0
35898,2.243625,-29869,0.0
35899,2.2436875,-29869,0.0
35900,2.24375,-29866,0.0
35901,2.2438125,-29867,0.0
35902,2.243875,-29863,0.0
35903,2.2439375,-29866,0.0
35904,2.244,-29860,0.0
35905,2.2440625,-29858,0.0
35906,2.244125,-29865,0.0
35907,2.2441875,-29867,0.0
35908,2.24425,-29863,0.0
35909,2.2443125,-29865,0.0
35910,2.244375,-29866,0.0
35911,2.2444375,-29865,0.0
35912,2.2445,-29869,0.0
35913,2.2445625,-29867,0.0
35914,2.244625,-29865,0.0
35915,2.2446875,-29862,0.0
35916,2.24475,-29867,0.0
35917,2.2448125,-29870,0.0
35918,2.244875,-29865,0.0
35919,2.2449375,-29867,0.0
35920,2.245,-29870,0.0
35921,2.2450625,-29870,0.0
35922,2.245125,-29867,0.0
35923,2.2451875,-29866,0.0
35924,2.24525,-29872,0.0
35925,2.2453125,-29869,0.0
35926,2.245375,-29865,0.0
35927,2.2454375,-29864,0.0
35928,2.2455,-29869,0.0
35929,2.2455625,-29870,0.0
35930,2.245625,-29876,0.0
35931,2.2456875,-29866,0.0
35932,2.24575,-29861,0.0
35933,2.2458125,-29861,0.0
35934,2.245875,-29861,0.0
35935,2.2459375,-29862,0.0
35936,2.246,-29861,0.0
35937,2.2460625,-29866,0.0
35938,2.246125,-29862,0.0
35939,2.2461875,-29867,0.0
35940,2.24625,-29870,0.0
35941,2.2463125,-29864,0.0
35942,2.246375,-29862,0.0
35943,2.2464375,-29856,0.0
35944,2.2465,-29860,0.0
35945,2.2465625,-29871,0.0
35946,2.246625,-29871,0.0
35947,2.2466875,-29868,0.0
35948,2.24675,-29867,0.0
35949,2.2468125,-29868,0.0
35950,2.246875,-29863,0.0
35951,2.2469375,-29868,0.0
35952,2.247,-29862,0.0
35953,2.2470625,-29860,0.0
35954,2.247125,-29866,0.0
35955,2.2471875,-29869,0.0
35956,2.24725,-29866,0.0
35957,2.2473125,-29862,0.0
35958,2.247375,-29868,0.0
35959,2.2474375,-29875,0.0
35960,2.2475,-29869,0.0
35961,2.2475625,-29876,0.0
35962,2.247625,-29878,0.0
35963,2.2476875,-29871,0.0
35964,2.24775,-29868,0.0
35965,2.2478125,-29875,0.0
35966,2.247875,-29875,0.0
35967,2.2479375,-29870,0.0
35968,2.248,-29869,0.0
35969,2.2480625,-29872,0.0
35970,2.248125,-29869,0.0
35971,2.2481875,-29868,0.0
35972,2.24825,-29868,0.0
35973,2.2483125,-29870,0.0
35974,2.248375,-29870,0.0
35975,2.2484375,-29867,0.0
35976,2.2485,-29865,0.0
35977,2.2485625,-29865,0.0
35978,2.248625,-29865,0.0
35979,2.2486875,-29862,0.0
35980,2.24875,-29863,0.0
35981,2.2488125,-29863,0.0
35982,2.248875,-29864,0.0
35983,2.2489375,-29865,0.0
35984,2.249,-29865,0.0
35985,2.2490625,-29863,0.0
35986,2.249125,-29859,0.0
35987,2.2491875,-29863,0.0
35988,2.24925,-29866,0.0
35989,2.2493125,-29867,0.0
35990,2.249375,-29866,0.0
35991,2.2494375,-29867,0.0
35992,2.2495,-29872,0.0
35993,2.2495625,-29870,0.0
35994,2.249625,-29874,0.0
35995,2.2496875,-29880,0.0
35996,2.24975,-29875,0.0
35997,2.2498125,-29872,0.0
35998,2.249875,-29872,0.0
35999,2.2499375,-29877,0.0
36000,2.25,-29879,0.0
36001,2.2500625,-29875,0.0
36002,2.250125,-29875,0.0
36003,2.2501875,-29867,0.0
36004,2.25025,-29870,0.0
36005,2.2503125,-29872,0.0
36006,2.250375,-29876,0.0
36007,2.2504375,-29872,0.0
36008,2.2505,-29869,0.0
36009,2.2505625,-29868,0.0
36010,2.250625,-29863,0.0
36011,2.2506875,-29863,0.0
36012,2.25075,-29866,0.0
36013,2.2508125,-29866,0.0
36014,2.250875,-29875,0.0
36015,2.2509375,-29880,0.0
36016,2.251,-29873,0.0
36017,2.2510625,-29868,0.0
36018,2.251125,-29869,0.0
36019,2.2511875,-29874,0.0
36020,2.25125,-29868,0.0
36021,2.2513125,-29867,0.0
36022,2.251375,-29866,0.0
36023,2.2514375,-29865,0.0
36024,2.2515,-29872,0.0
36025,2.2515625,-29866,0.0
36026,2.251625,-29865,0.0
36027,2.2516875,-29868,0.0
36028,2.25175,-29859,0.0
36029,2.2518125,-29856,0.0
36030,2.251875,-29862,0.0
36031,2.2519375,-29864,0.0
36032,2.252,-29860,0.0
36033,2.2520625,-29858,0.0
36034,2.252125,-29859,0.0
36035,2.2521875,-29866,0.0
36036,2.25225,-29864,0.0
36037,2.2523125,-29864,0.0
36038,2.252375,-29867,0.0
36039,2.2524375,-29868,0.0
36040,2.2525,-29866,0.0
36041,2.2525625,-29865,0.0
36042,2.252625,-29864,0.0
36043,2.2526875,-29858,0.0
36044,2.25275,-29858,0.0
36045,2.2528125,-29857,0.0
36046,2.252875,-29854,0.0
36047,2.2529375,-29860,0.0
36048,2.253,-29867,0.0
36049,2.2530625,-29864,0.0
36050,2.253125,-29861,0.0
36051,2.2531875,-29860,0.0
36052,2.25325,-29864,0.0
36053,2.2533125,-29865,0.0
36054,2.253375,-29868,0.0
36055,2.2534375,-29866,0.0
36056,2.2535,-29865,0.0
36057,2.2535625,-29865,0.0
36058,2.253625,-29862,0.0
36059,2.2536875,-29864,0.0
36060,2.25375,-29867,0.0
36061,2.2538125,-29869,0.0
36062,2.253875,-29867,0.0
36063,2.2539375,-29862,0.0
36064,2.254,-29865,0.0
36065,2.2540625,-29868,0.0
36066,2.254125,-29868,0.0
36067,2.2541875,-29868,0.0
36068,2.25425,-29866,0.0
36069,2.2543125,-29867,0.0
36070,2.254375,-29869,0.0
36071,2.2544375,-29871,0.0
36072,2.2545,-29867,0.0
36073,2.2545625,-29872,0.0
36074,2.254625,-29871,0.0
36075,2.2546875,-29869,0.0
36076,2.25475,-29871,0.0
36077,2.2548125,-29878,0.0
36078,2.254875,-29873,0.0
36079,2.2549375,-29869,0.0
36080,2.255,-29869,0.0
36081,2.2550625,-29869,0.0
36082,2.255125,-29873,0.0
36083,2.2551875,-29874,0.0
36084,2.25525,-29875,0.0
36085,2.2553125,-29868,0.0
36086,2.255375,-29864,0.0
36087,2.2554375,-29866,0.0
36088,2.2555,-29872,0.0
36089,2.2555625,-29873,0.0
36090,2.255625,-29873,0.0
36091,2.2556875,-29875,0.0
36092,2.25575,-29867,0.0
36093,2.2558125,-29874,0.0
36094,2.255875,-29878,0.0
36095,2.2559375,-29872,0.0
36096,2.256,-29874,0.0
36097,2.2560625,-29873,0.0
36098,2.256125,-29870,0.0
36099,2.2561875,-29875,0.0
36100,2.25625,-29863,0.0
36101,2.2563125,-29861,0.0
36102,2.256375,-29858,0.0
36103,2.2564375,-29856,0.0
36104,2.2565,-29860,0.0
36105,2.2565625,-29861,0.0
36106,2.256625,-29862,0.0
36107,2.2566875,-29860,0.0
36108,2.25675,-29859,0.0
36109,2.2568125,-29864,0.0
36110,2.256875,-29868,0.0
36111,2.2569375,-29869,0.0
36112,2.257,-29866,0.0
36113,2.2570625,-29864,0.0
36114,2.257125,-29868,0.0
36115,2.2571875,-29868,0.0
36116,2.25725,-29866,0.0
36117,2.2573125,-29869,0.0
36118,2.257375,-29864,0.0
36119,2.2574375,-29867,0.0
36120,2.2575,-29868,0.0
36121,2.2575625,-29863,0.0
36122,2.257625,-29865,0.0
36123,2.2576875,-29869,0.0
36124,2.25775,-29865,0.0
36125,2.2578125,-29869,0.0
36126,2.257875,-29864,0.0
36127,2.2579375,-29856,0.0
36128,2.258,-29860,0.0
36129,2.2580625,-29863,0.0
36130,2.258125,-29864,0.0
36131,2.2581875,-29865,0.0
36132,2.25825,-29866,0.0
36133,2.2583125,-29863,0.0
36134,2.258375,-29864,0.0
36135,2.2584375,-29857,0.0
36136,2.2585,-29862,0.0
36137,2.2585625,-29866,0.0
36138,2.258625,-29858,0.0
36139,2.2586875,-29858,0.0
36140,2.25875,-29863,0.0
36141,2.2588125,-29867,0.0
36142,2.258875,-29866,0.0
36143,2.2589375,-29862,0.0
36144,2.259,-29857,0.0
36145,2.2590625,-29861,0.0
36146,2.259125,-29863,0.0
36147,2.2591875,-29861,0.0
36148,2.25925,-29863,0.0
36149,2.2593125,-29865,0.0
36150,2.259375,-29864,0.0
36151,2.2594375,-29863,0.0
36152,2.2595,-29863,0.0
36153,2.2595625,-29866,0.0
36154,2.259625,-29871,0.0
36155,2.2596875,-29871,0.0
36156,2.25975,-29868,0.0
36157,2.2598125,-29860,0.0
36158,2.259875,-29866,0.0
36159,2.2599375,-29870,0.0
36160,2.26,-29866,0.0
36161,2.2600625,-29864,0.0
36162,2.260125,-29868,0.0
36163,2.2601875,-29866,0.0
36164,2.26025,-29861,0.0
36165,2.2603125,-29868,0.0
36166,2.260375,-29865,0.0
36167,2.2604375,-29856,0.0
36168,2.2605,-29859,0.0
36169,2.2605625,-29861,0.0
36170,2.260625,-29867,0.0
36171,2.2606875,-29861,0.0
36172,2.26075,-29860,0.0
36173,2.2608125,-29860,0.0
36174,2.260875,-29858,0.0
36175,2.2609375,-29858,0.0
36176,2.261,-29855,0.0
36177,2.2610625,-29859,0.0
36178,2.261125,-29861,0.0
36179,2.2611875,-29861,0.0
36180,2.26125,-29861,0.0
36181,2.2613125,-29859,0.0
36182,2.261375,-29858,0.0
36183,2.2614375,-29860,0.0
36184,2.2615,-29860,0.0
36185,2.2615625,-29865,0.0
36186,2.261625,-29861,0.0
36187,2.2616875,-29870,0.0
36188,2.26175,-29870,0.0
36189,2.2618125,-29866,0.0
36190,2.261875,-29865,0.0
36191,2.2619375,-29869,0.0
36192,2.262,-29866,0.0
36193,2.2620625,-29870,0.0
36194,2.262125,-29872,0.0
36195,2.2621875,-29869,0.0
36196,2.26225,-29874,0.0
36197,2.2623125,-29871,0.0
36198,2.262375,-29870,0.0
36199,2.2624375,-29863,0.0
36200,2.2625,-29870,0.0
36201,2.2625625,-29873,0.0
36202,2.262625,-29866,0.0
36203,2.2626875,-29867,0.0
36204,2.26275,-29865,0.0
36205,2.2628125,-29868,0.0
36206,2.262875,-29876,0.0
36207,2.2629375,-29876,0.0
36208,2.263,-29875,0.0
36209,2.2630625,-29871,0.0
36210,2.263125,-29871,0.0
36211,2.2631875,-29874,0.0
36212,2.26325,-29874,0.0
36213,2.2633125,-29871,0.0
36214,2.263375,-29866,0.0
36215,2.2634375,-29870,0.0
36216,2.2635,-29868,0.0
36217,2.2635625,-29870,0.0
36218,2.263625,-29870,0.0
36219,2.2636875,-29869,0.0
36220,2.26375,-29864,0.0
36221,2.2638125,-29865,0.0
36222,2.263875,-29867,0.0
36223,2.2639375,-29869,0.0
36224,2.264,-29873,0.0
36225,2.2640625,-29876,0.0
36226,2.264125,-29870,0.0
36227,2.2641875,-29873,0.0
36228,2.26425,-29871,0.0
36229,2.2643125,-29876,0.0
36230,2.264375,-29876,0.0
36231,2.2644375,-29873,0.0
36232,2.2645,-29874,0.0
36233,2.2645625,-29868,0.0
36234,2.264625,-29867,0.0
36235,2.2646875,-29872,0.0
36236,2.26475,-29878,0.0
36237,2.2648125,-29876,0.0
36238,2.264875,-29867,0.0
36239,2.2649375,-29864,0.0
36240,2.265,-29866,0.0
36241,2.2650625,-29871,0.0
36242,2.265125,-29873,0.0
36243,2.2651875,-29871,0.0
36244,2.26525,-29872,0.0
36245,2.2653125,-29875,0.0
36246,2.265375,-29875,0.0
36247,2.2654375,-29873,0.0
36248,2.2655,-29872,0.0
36249,2.2655625,-29874,0.0
36250,2.265625,-29871,0.0
36251,2.2656875,-29869,0.0
36252,2.26575,-29875,0.0
36253,2.2658125,-29870,0.0
36254,2.265875,-29878,0.0
36255,2.2659375,-29875,0.0
36256,2.266,-29873,0.0
36257,2.2660625,-29868,0.0
36258,2.266125,-29862,0.0
36259,2.2661875,-29866,0.0
36260,2.26625,-29875,0.0
36261,2.2663125,-29869,0.0
36262,2.266375,-29874,0.0
36263,2.2664375,-29869,0.0
36264,2.2665,-29867,0.0
36265,2.2665625,-29868,0.0
36266,2.266625,-29865,0.0
36267,2.2666875,-29867,0.0
36268,2.26675,-29868,0.0
36269,2.2668125,-29864,0.0
36270,2.266875,-29863,0.0
36271,2.2669375,-29863,0.0
36272,2.267,-29859,0.0
36273,2.2670625,-29865,0.0
36274,2.267125,-29861,0.0
36275,2.2671875,-29859,0.0
36276,2.26725,-29865,0.0
36277,2.2673125,-29868,0.0
36278,2.267375,-29874,0.0
36279,2.2674375,-29870,0.0
36280,2.2675,-29863,0.0
36281,2.2675625,-29863,0.0
36282,2.267625,-29868,0.0
36283,2.2676875,-29865,0.0
36284,2.26775,-29865,0.0
36285,2.2678125,-29867,0.0
36286,2.267875,-29863,0.0
36287,2.2679375,-29865,0.0
36288,2.268,-29867,0.0
36289,2.2680625,-29866,0.0
36290,2.268125,-29867,0.0
36291,2.2681875,-29866,0.0
36292,2.26825,-29865,0.0
36293,2.2683125,-29868,0.0
36294,2.268375,-29865,0.0
36295,2.2684375,-29865,0.0
36296,2.2685,-29865,0.0
36297,2.2685625,-29865,0.0
36298,2.268625,-29863,0.0
36299,2.2686875,-29864,0.0
36300,2.26875,-29866,0.0
36301,2.2688125,-29869,0.0
36302,2.268875,-29870,0.0
36303,2.2689375,-29861,0.0
36304,2.269,-29862,0.0
36305,2.2690625,-29864,0.0
36306,2.269125,-29865,0.0
36307,2.2691875,-29865,0.0
36308,2.26925,-29865,0.0
36309,2.2693125,-29864,0.0
36310,2.269375,-29863,0.0
36311,2.2694375,-29860,0.0
36312,2.2695,-29864,0.0
36313,2.2695625,-29865,0.0
36314,2.269625,-29859,0.0
36315,2.2696875,-29866,0.0
36316,2.26975,-29864,0.0
36317,2.2698125,-29861,0.0
36318,2.269875,-29860,0.0
36319,2.2699375,-29862,0.0
36320,2.27,-29861,0.0
36321,2.2700625,-29866,0.0
36322,2.270125,-29866,0.0
36323,2.2701875,-29866,0.0
36324,2.27025,-29876,0.0
36325,2.2703125,-29875,0.0
36326,2.270375,-29864,0.0
36327,2.2704375,-29868,0.0
36328,2.2705,-29871,0.0
36329,2.2705625,-29871,0.0
36330,2.270625,-29874,0.0
36331,2.2706875,-29875,0.0
36332,2.27075,-29877,0.0
36333,2.2708125,-29873,0.0
36334,2.270875,-29873,0.0
36335,2.2709375,-29877,0.0
36336,2.271,-29877,0.0
36337,2.2710625,-29878,0.0
36338,2.271125,-29873,0.0
36339,2.2711875,-29867,0.0
36340,2.27125,-29867,0.0
36341,2.2713125,-29868,0.0
36342,2.271375,-29864,0.0
36343,2.2714375,-29864,0.0
36344,2.2715,-29870,0.0
36345,2.2715625,-29863,0.0
36346,2.271625,-29860,0.0
36347,2.2716875,-29864,0.0
36348,2.27175,-29864,0.0
36349,2.2718125,-29864,0.0
36350,2.271875,-29866,0.0
36351,2.2719375,-29866,0.0
36352,2.272,-29864,0.0
36353,2.2720625,-29860,0.0
36354,2.272125,-29867,0.0
36355,2.2721875,-29875,0.0
36356,2.27225,-29875,0.0
36357,2.2723125,-29877,0.0
36358,2.272375,-29872,0.0
36359,2.2724375,-29872,0.0
36360,2.2725,-29873,0.0
36361,2.2725625,-29869,0.0
36362,2.272625,-29872,0.0
36363,2.2726875,-29868,0.0
36364,2.27275,-29871,0.0
36365,2.2728125,-29870,0.0
36366,2.272875,-29868,0.0
36367,2.2729375,-29872,0.0
36368,2.273,-29878,0.0
36369,2.2730625,-29876,0.0
36370,2.273125,-29876,0.0
36371,2.2731875,-29874,0.0
36372,2.27325,-29867,0.0
36373,2.2733125,-29863,0.0
36374,2.273375,-29867,0.0
36375,2.2734375,-29878,0.0
36376,2.2735,-29878,0.0
36377,2.2735625,-29876,0.0
